Domain,Mode,Peclet,U_ref,Sulcus Width (mm),Sulcus Depth (mm),Aspect_Ratio,U_ref (Dim),Diff Coef (Dim),Delta (mm),Total Mass,Sulcus Mass,Main Channel Mass,Avg Concentration,Sulcus Avg Concentration,Main Channel Avg Concentration,Mouth_Flux_Total,Inlet-Outlet Flux,Mouth E_L1,Mouth E_avg,Mouth Q_in,Mouth Q_out,Mouth Net Check,Mouth Length,Max_Ux_mid_channel,Avg_Ux_mid_channel,Max_Ux_sulcus_level,Avg_Ux_sulcus_level,Concentration_Ratio,Channel_Conc_Ratio,Intradomain_Enrichment,VR_mid_avg,VR_mid_max,VR_intradomain_avg,VR_intradomain_max
sulcus,no-uptake,10.0,1.0,0.2,0.2,1.0,0.003,0.0003,0.1,9.862846717000496,0.0253881524126098,9.837458564587882,0.9837870182240104,1.0000000000091085,0.9837458564587482,-6.705939479071339e-07,-0.0009004656367531672,0.002628247756509882,0.013141238782549457,0.0013137885812773526,0.0013144591752325288,-6.70593955176199e-07,0.1999999999999993,1.0000042904118136,0.9997047006355934,0.2077389505299409,0.19083324418674544,1.0000418418031947,0.9999999999341903,1.0165227059851325,0.999704700635539,1.0000042904115805,0.19088961376836305,0.20773805924811736
sulcus,no-uptake,0.1,1.0,0.5,0.5,1.0,3e-05,0.0003,10.0,5.643105277580885,0.09260227883762237,5.550502998743269,0.5554745590003556,0.5821456753649963,0.5550502998743299,0.00010388793495828906,-7.537732069629044e-07,0.19367656605118844,0.3873531321023769,0.09689022699243573,0.09678633905875272,0.00010388793368300285,0.5,1.0000346506490758,0.9978560522631118,0.2818318095318202,0.19539575270814316,1.000589569118504,0.9998253410378001,1.048816072159228,0.9978560522630575,1.0000346506488427,0.19581557105856162,0.28182204421506424
sulcus,no-uptake,1.0,1.0,0.5,0.5,1.0,0.0003,0.0003,1.0,8.662503801732475,0.1534394597825287,8.509064341949939,0.8526866401416842,0.9645995656259144,0.8509064341949982,2.4927064193566258e-05,-9.81350814355242e-06,0.024105241343123425,0.04821048268624685,0.012065084203558271,0.012040157139565159,2.49270639931104e-05,0.5,1.0000346506490758,0.9978560522631118,0.2818318095318202,0.19539575270814316,1.0019750290863554,0.9998831446574942,1.133614140006446,0.9978560522630575,1.0000346506488427,0.19581557105856162,0.28182204421506424
sulcus,no-uptake,10.0,1.0,0.5,0.5,1.0,0.003,0.0003,0.1,9.996529193734805,0.15907062915228554,9.837458564582537,0.9840003636799828,1.0000000000104723,0.9837458564582586,5.5448564796310784e-08,-0.0009611431587908117,0.020317264552091426,0.04063452910418285,0.010158660000317309,0.010158604551774116,5.544854319271264e-08,0.5,1.0000346506490758,0.9978560522631118,0.2818318095318202,0.19539575270814316,1.000258712303393,0.9999999999336926,1.0165227059870248,0.9978560522630575,1.0000346506488427,0.19581557105856162,0.28182204421506424
sulcus,no-uptake,0.1,1.0,0.7,0.7,1.0,3e-05,0.0003,10.0,5.731038130205453,0.18145690703538064,5.549581223170086,0.5557716585983131,0.5818584564294174,0.5549581223170097,0.00024109246032056117,-7.476461219013686e-07,0.28137525124523843,0.4019646446360553,0.14080817185205605,0.1405670793931824,0.00024109245887365957,0.6999999999999993,1.0000726864474443,0.9953749285846242,0.3375127330560572,0.2003039225755124,1.0011247417090194,0.9996592994057092,1.0484727279962962,0.99537492858457,1.0000726864472111,0.2012346471900142,0.3374882022375822
sulcus,no-uptake,1.0,1.0,0.7,0.7,1.0,0.0003,0.0003,1.0,8.808789435261883,0.3006870568503324,8.508102378411595,0.8542388662319522,0.964181025818574,0.8508102378411612,4.291377885804333e-05,-1.0648029269311188e-05,0.04844214531693152,0.06920306473847368,0.024242529547779272,0.02419961576915225,4.291377862702256e-05,0.6999999999999993,1.0000726864474443,0.9953749285846242,0.3375127330560572,0.2003039225755124,1.0037990189423316,0.9997701062446748,1.1332503805608627,0.99537492858457,1.0000726864472111,0.2012346471900142,0.3374882022375822
sulcus,no-uptake,10.0,1.0,0.7,0.7,1.0,0.003,0.0003,0.1,10.149316035439282,0.3118574715764178,9.837458563862883,0.9842374240934127,1.0000000000113236,0.98374585638629,2.7808124641091656e-06,-0.0009562313230120355,0.04360921090657844,0.06229887272368355,0.021805995859509004,0.021803215047069432,2.780812439574787e-06,0.6999999999999993,1.0000726864474443,0.9953749285846242,0.3375127330560572,0.2003039225755124,1.0004996895963167,0.9999999998605349,1.0165227060622566,0.99537492858457,1.0000726864472111,0.2012346471900142,0.3374882022375822
sulcus,no-uptake,0.1,1.0,0.5,0.8,1.6,3e-05,0.0003,10.0,5.698650425938403,0.14818505932528409,5.5504653666131,0.5557189109594681,0.5821325710600211,0.5550465366613122,0.00023839387034566408,-7.805570221286473e-07,0.19773563961834206,0.3954712792366841,0.09898701674356222,0.09874862287477984,0.0002383938687823689,0.5,1.0000343295040888,0.9978491572646112,0.2836774298085192,0.1954581435022157,1.001029726129334,0.9998185622724528,1.0487995737467988,0.9978491572645569,1.0000343295038556,0.19587944939295449,0.28366769163733924
sulcus,no-uptake,1.0,1.0,0.5,0.8,1.6,0.0003,0.0003,1.0,8.754564043900261,0.24553892211900466,8.509025121781256,0.8537243790664755,0.9645790518913264,0.8509025121781292,3.040179279010488e-05,-9.869133277606856e-06,0.023612778292467627,0.047225556584935255,0.0118215900425028,0.011791188249964828,3.0401792537972088e-05,0.5,1.0000343295040888,0.9978491572646112,0.2836774298085192,0.1954581435022157,1.0031944553566896,0.9998785359738566,1.1335952569022385,0.9978491572645569,1.0000343295038556,0.19587944939295449,0.28366769163733924
sulcus,no-uptake,10.0,1.0,0.5,0.8,1.6,0.003,0.0003,0.1,10.092014084691305,0.25455551998630704,9.837458564704994,0.9841493436770574,1.0000000000125886,0.9837458564705034,-1.0451878195310854e-06,-0.0009692550117343933,0.01969239739666352,0.03938479479332704,0.00984567610440858,0.009846721292254942,-1.045187846361595e-06,0.5,1.0000343295040888,0.9978491572646112,0.2836774298085192,0.1954581435022157,1.0004101538531456,0.9999999999461398,1.0165227059765234,0.9978491572645569,1.0000343295038556,0.19587944939295449,0.28366769163733924
sulcus,no-uptake,0.1,1.0,0.5,1.0,2.0,3e-05,0.0003,10.0,5.735694927519169,0.1852415147476603,5.550453412771509,0.5558805845077758,0.5821284166994908,0.5550453412771498,0.00030673714577011664,-8.965487481304991e-07,0.19901727298043712,0.39803454596087423,0.09966200506232442,0.09935526791811272,0.0003067371442117134,0.5,1.0000341654414342,0.997847181181313,0.2843680526583205,0.1954819734626676,1.00132095254721,0.9998164089984556,1.0487943477915216,0.9978471811812587,1.000034165441201,0.19590371867488166,0.2843583374301967
sulcus,no-uptake,1.0,1.0,0.5,1.0,2.0,0.0003,0.0003,1.0,8.815953234543011,0.30694058762104964,8.509012646921983,0.854406885118387,0.9645723235207444,0.8509012646921966,3.385902013245778e-05,-1.0356436923819599e-05,0.023408914349841742,0.046817828699683484,0.011721386684860122,0.01168752766498162,3.385901987850229e-05,0.5,1.0000341654414342,0.997847181181313,0.2843680526583205,0.1954819734626676,1.0039964545777658,0.9998770700780694,1.1335890114932041,0.9978471811812587,1.000034165441201,0.19590371867488166,0.2843583374301967
sulcus,no-uptake,10.0,1.0,0.5,1.0,2.0,0.003,0.0003,0.1,10.155672741034106,0.31821417652238404,9.837458564511753,0.984247134949605,1.0000000000142917,0.9837458564511736,-8.826974085226963e-08,-0.000965510166082706,0.01944415425127427,0.03888830850254853,0.009722032990753124,0.009722121260521143,-8.826976801920572e-08,0.5,1.0000341654414342,0.997847181181313,0.2843680526583205,0.1954819734626676,1.00050956090213,0.9999999999264906,1.0165227059982282,0.9978471811812587,1.000034165441201,0.19590371867488166,0.2843583374301967
sulcus,no-uptake,0.1,1.0,1.0,1.5,1.5,3e-05,0.0003,10.0,6.102494060356295,0.5549772564155898,5.5475168039407565,0.5570596380299434,0.5812310171023085,0.5547516803940639,0.0006317447796939298,-7.89070197626529e-07,0.4299524107911243,0.4299524107911243,0.2152920777841679,0.2146603330069564,0.0006317447772115348,1.0,1.0001420922068898,0.9893111654383588,0.4125057191893252,0.2097473685614766,1.0034448097727082,0.999287430647039,1.0477318729155272,0.989311165438305,1.0001420922066566,0.21201354628251728,0.4124471136687187
sulcus,no-uptake,1.0,1.0,1.0,1.5,1.5,0.0003,0.0003,1.0,9.425636310419184,0.9197489346171904,8.505887375801983,0.8604091211483197,0.9632585886474488,0.8505887375801803,8.6890421184083e-05,-9.790970333489746e-06,0.10218915034536306,0.10218915034536306,0.0511380203830794,0.0510511299622837,8.689042079570303e-05,1.0,1.0001420922068898,0.9893111654383588,0.4125057191893252,0.2097473685614766,1.0110495621762097,0.9995098257148871,1.1324610191616225,0.989311165438305,1.0001420922066566,0.21201354628251728,0.4124471136687187
sulcus,no-uptake,10.0,1.0,1.0,1.5,1.5,0.003,0.0003,0.1,10.792289328646586,0.9548307645244086,9.837458564122203,0.9851625790159768,1.0000000000171303,0.9837458564121996,1.2021523721277812e-05,-0.0009403894478694496,0.09622668110797684,0.09622668110797684,0.04811935131582859,0.048107329792148254,1.2021523680336156e-05,1.0,1.0001420922068898,0.9893111654383588,0.4125057191893252,0.2097473685614766,1.0014401305815865,0.9999999998868726,1.0165227060413864,0.989311165438305,1.0001420922066566,0.21201354628251728,0.4124471136687187
sulcus,no-uptake,0.1,1.0,0.3,1.0,3.333333333333333,3e-05,0.0003,10.0,5.662261376217906,0.11116452117858364,5.551096855039329,0.5556196679330869,0.5823350856217969,0.5551096855039366,-0.00022913905818363052,-7.516715276878473e-07,0.11448219206803495,0.3816073068934489,0.057126526504601274,0.05735566556343371,-0.0002291390588324352,0.3000000000000007,1.0000104345223126,0.9992899758006816,0.23004260269777999,0.19205025520377592,1.0008509572993383,0.9999323137885359,1.049045082132092,0.9992899758006272,1.0000104345220795,0.19218671242038185,0.2300402023381559
sulcus,no-uptake,1.0,1.0,0.3,1.0,3.333333333333333,0.0003,0.0003,1.0,8.693864658013467,0.18418939649730592,8.509675261516156,0.8531012387787639,0.9648757251207399,0.8509675261516211,3.1892217358992403e-06,-9.910089801223878e-06,0.008331329112870177,0.027771097042900525,0.0041672591672529385,0.00416406994561724,3.189221635697438e-06,0.3000000000000007,1.0000104345223126,0.9992899758006816,0.23004260269777999,0.19205025520377592,1.0024622156586442,0.9999549325947414,1.1338572806464806,0.9992899758006272,1.0000104345220795,0.19218671242038185,0.2300402023381559
sulcus,no-uptake,10.0,1.0,0.3,1.0,3.333333333333333,0.003,0.0003,0.1,10.028352989102649,0.19089442474781965,9.83745856435482,0.9840503268047236,1.0000000000149472,0.9837458564354884,-5.7811191177386045e-06,-0.0009395757468037004,0.005794422681100415,0.019314742270334667,0.002894320780985872,0.002900101900114544,-5.78111912867248e-06,0.3000000000000007,1.0000104345223126,0.9992899758006816,0.23004260269777999,0.19205025520377592,1.0003095009541503,0.9999999999105462,1.0165227060151025,0.9992899758006272,1.0000104345220795,0.19218671242038185,0.2300402023381559
sulcus,no-uptake,0.1,1.0,0.5,1.5,3.0,3e-05,0.0003,10.0,5.8283234076616965,0.27788564806556626,5.550437759596115,0.5562775438830453,0.5821228701789968,0.5550437759596123,0.0003206038460876219,-9.624159422738643e-07,0.20011552362544413,0.40023104725088826,0.10021806373496188,0.09989745989048222,0.0003206038444796694,0.5,1.00003402829122,0.9978392246560016,0.28548414286031965,0.19552666313489855,1.0020360049358799,0.9998135893546484,1.0487873126269502,0.9978392246559473,1.0000340282909868,0.1959500672087781,0.2854744286533256
sulcus,no-uptake,1.0,1.0,0.5,1.5,3.0,0.0003,0.0003,1.0,8.969446128373715,0.4604498196852686,8.50899630868843,0.856078345914025,0.9645635622943264,0.8508996308688441,3.5974768313382396e-05,-1.0361891880306118e-05,0.02306734747930652,0.04613469495861304,0.011551661123685464,0.011515686355621052,3.59747680644118e-05,0.5,1.00003402829122,0.9978392246560016,0.28548414286031965,0.19552666313489855,1.0059605547530046,0.9998751502049014,1.133580891684512,0.9978392246559473,1.0000340282909868,0.1959500672087781,0.2854744286533256
sulcus,no-uptake,10.0,1.0,0.5,1.5,3.0,0.003,0.0003,0.1,10.314824533640268,0.4773659691219321,9.837458564518355,0.984486421878228,1.0000000000196887,0.9837458564518372,-3.1259480535827925e-07,-0.0009643998453296998,0.019055573823075288,0.038111147646150575,0.0095276306141216,0.009527943208953692,-3.1259483209214456e-07,0.5,1.00003402829122,0.9978392246560016,0.28548414286031965,0.19552666313489855,1.0007528014983025,0.9999999999271652,1.0165227060030289,0.9978392246559473,1.0000340282909868,0.1959500672087781,0.2854744286533256
sulcus,no-uptake,0.1,1.0,0.4,2.0,5.0,3e-05,0.0003,10.0,5.847277320859687,0.2964764612728519,5.5508008595868406,0.5563959887937878,0.5822384881968213,0.5550800859586502,6.0233208533182615e-05,-4.768236034902174e-07,0.1573185822641466,0.3932964556603661,0.07868940773583129,0.07862917452831532,6.0233207515955616e-05,0.4000000000000004,1.0000201115697411,0.9986784283907788,0.2574905713750068,0.19350281608288053,1.0022493625780686,0.999878995421773,1.0489269979687115,0.9986784283907245,1.000020111569508,0.1937588823207901,0.2574853929395694
sulcus,no-uptake,1.0,1.0,0.4,2.0,5.0,0.0003,0.0003,1.0,9.00061455786046,0.4912432346755843,8.509371323184915,0.8564508850652993,0.9647333115973724,0.8509371323184395,2.567313604166343e-05,-8.924872077820112e-06,0.01444047818531903,0.03610119546329755,0.007233075660599663,0.007207402524719374,2.567313588029002e-05,0.4000000000000004,1.0000201115697411,0.9986784283907788,0.2574905713750068,0.19350281608288053,1.0063983180641218,0.9999192174088192,1.1337304190368178,0.9986784283907245,1.000020111569508,0.1937588823207901,0.2574853929395694
sulcus,no-uptake,10.0,1.0,0.4,2.0,5.0,0.003,0.0003,0.1,10.346659634886585,0.5092010701648364,9.837458564721704,0.9845334165575544,1.0000000000274083,0.98374585647211,2.3117551956748564e-06,-0.0008736796540522729,0.01110764791675932,0.027769119791898274,0.005554979835968826,0.005552668080790491,2.311755178335297e-06,0.4000000000000004,1.0000201115697411,0.9986784283907788,0.2574905713750068,0.19350281608288053,1.0008005726568947,0.9999999999477729,1.0165227059899278,0.9986784283907245,1.000020111569508,0.1937588823207901,0.2574853929395694
sulcus,no-uptake,0.1,1.0,0.25,1.5,6.0,3e-05,0.0003,10.0,5.690193150198272,0.13898484193236482,5.551208308265923,0.5557560246414311,0.5823718024266716,0.5551208308265907,-0.00014354772570987593,-4.4947976318709953e-07,0.09453778408444936,0.3781511363377975,0.047197118179020975,0.04734066590542839,-0.00014354772640741417,0.25,1.0000069001713807,0.9995168856241964,0.21853851988363754,0.19140986274500207,1.0010965798896765,0.9999523901240069,1.0490901621535325,0.999516885624142,1.0000069001711476,0.1915023802979246,0.2185370119408021
sulcus,no-uptake,1.0,1.0,0.25,1.5,6.0,0.0003,0.0003,1.0,8.74007270156901,0.2302834417282632,8.509789259840788,0.8536350052602052,0.9649295647187859,0.8509789259840762,-1.075512864245578e-05,-9.808056657178987e-06,0.005880381509421662,0.023521526037686646,0.002934813190335788,0.002945568319085873,-1.075512875008556e-05,0.25,1.0000069001713807,0.9995168856241964,0.21853851988363754,0.19140986274500207,1.0030894339831609,0.9999683283100231,1.1339053591755361,0.999516885624142,1.0000069001711476,0.1915023802979246,0.2185370119408021
