Config,Aspect_Ratio_Type,Width,Depth,Aspect_Ratio,Mu_Eff_Simulation,Mu_Eff_Analytical,Mu_Eff_Enhanced,Mu_Eff_Opening,Ratio_Sim,Ratio_Analytical,Ratio_Enhanced,Ratio_Opening,Relative_Error_Analytical,Relative_Error_Enhanced,Relative_Error_Opening,Total_Mass,Mouth_Flux_Total
h_equals_2w_h0.5,h_equals_2w,0.25,0.5,2.0,0.9986612099927922,1.0797068800924607,0.9825377836144441,2.31891136420161,0.9986612099927922,1.0797068800924607,0.9825377836144441,2.31891136420161,8.115431869057327,1.6145041198170138,132.2020061456424,1.1473689876168298,0.004497848265013869
h_equals_2w_h0.75,h_equals_2w,0.375,0.75,2.0,0.9990720528691746,1.1195603201386912,0.971875,1.994102698474627,0.9990720528691746,1.1195603201386912,0.971875,1.994102698474627,12.060017785853754,2.7222313737101285,99.59548390407721,1.147434125435274,0.005866952003337042
h_equals_2w_h1.0,h_equals_2w,0.5,1.0,2.0,0.9989350527042656,1.1594137601849217,0.9609108945117996,1.7689518460089706,0.9989350527042656,1.1594137601849217,0.9609108945117996,1.7689518460089706,16.064979104118567,3.8064695086561464,77.08376948232572,1.1478299816872668,0.007100221564858371
h_equals_2w_h1.5,h_equals_2w,0.75,1.5,2.0,0.9988714167867322,1.2391206402773824,0.9384703976520081,1.4729901651548085,0.9988714167867322,1.2391206402773824,0.9384703976520081,1.4729901651548085,24.052067108247783,6.046926373068919,47.46544353959673,1.1494113556276302,0.009408425897940957
h_equals_2w_h2.0,h_equals_2w,1.0,2.0,2.0,0.9984120080907708,1.3188275203698434,0.9156173761888606,1.2832791876152785,0.9984120080907708,1.3188275203698434,0.9156173761888606,1.2832791876152785,32.092513880295996,8.292631822431254,28.532026579813426,1.1519606133445812,0.011677831815911683
h_equals_half_w_h0.01,h_equals_half_w,0.02,0.01,0.5,0.9954957975957407,1.000927390944827,0.999951800145897,1.3275154451192044,0.9954957975957407,1.000927390944827,0.999951800145897,1.3275154451192044,0.5456169038788942,0.4476164099254043,33.352189765676236,1.1495090827881151,0.0002591996970170278
h_equals_half_w_h0.0129,h_equals_half_w,0.0258,0.0129,0.5,0.9957969107310438,1.0011963343188268,0.99992061523665,1.3376169947444492,0.9957969107310438,1.0011963343188268,0.99992061523665,1.3376169947444492,0.5422213635729325,0.41411099604424767,34.326284840798024,1.1494884050545902,0.0003359885897680819
h_equals_half_w_h0.0167,h_equals_half_w,0.0334,0.0167,0.5,0.995784055400892,1.001548742877861,0.9998687213870244,1.3080336240666877,0.995784055400892,1.001548742877861,0.9998687213870244,1.3080336240666877,0.5789093976452876,0.41019596206408404,31.357156902867594,1.1494669801372932,0.0004243387735132088
h_equals_half_w_h0.0215,h_equals_half_w,0.043,0.0215,0.5,0.9957748216407198,1.001993890531378,0.999785983308052,1.358858613413137,0.9957748216407198,1.001993890531378,0.999785983308052,1.358858613413137,0.624545706067484,0.4028181452432245,36.46243948749083,1.1494214325518863,0.0005642779770511771
h_equals_half_w_h0.0278,h_equals_half_w,0.0556,0.0278,0.5,0.995960893113293,1.0025781468266193,0.9996497025709692,1.3641318299217924,0.995960893113293,1.0025781468266193,0.9996497025709692,1.3641318299217924,0.6644089902607744,0.3703769378077903,36.96640494162645,1.1493790799754313,0.0007290891585625823
h_equals_half_w_h0.0359,h_equals_half_w,0.0718,0.0359,0.5,0.9956674156650006,1.003329333491929,0.999431126567325,1.3714029015347668,0.9956674156650006,1.003329333491929,0.999431126567325,1.3714029015347668,0.7695258181981518,0.37800884543466273,37.73704752794533,1.1493240630098236,0.0009411090979453036
h_equals_half_w_h0.0464,h_equals_half_w,0.0928,0.0464,0.5,0.9957124844727047,1.0043030939839976,0.9990806996538147,1.3679509480443823,0.9957124844727047,1.0043030939839976,0.9990806996538147,1.3679509480443823,0.8627600482324246,0.3382718639802705,37.384131401024106,1.149262968767739,0.0012062011211062375
h_equals_half_w_h0.0599,h_equals_half_w,0.1198,0.0599,0.5,0.9961532888751496,1.005555071759514,0.9985291762610969,1.3638831177065995,0.9961532888751496,1.005555071759514,0.9985291762610969,1.3638831177065995,0.9438088484334451,0.23850620305938386,36.914984163400014,1.1491921954650148,0.0015425584072838877
h_equals_half_w_h0.0774,h_equals_half_w,0.1548,0.0774,0.5,0.9959479550506557,1.0071780059129616,0.9976641566348303,1.3551369936281779,0.9959479550506557,1.0071780059129616,0.9976641566348303,1.3551369936281779,1.127574067033925,0.17231840032116305,36.06504102508581,1.1491171491678267,0.0019677744116197004
h_equals_half_w_h0.1,h_equals_half_w,0.2,0.1,0.5,0.9962244616092408,1.0092739094482708,0.9963299316185547,1.3387129029062244,0.9962244616092408,1.0092739094482708,0.9963299316185547,1.3387129029062244,1.3098903251131435,0.010586972452318025,34.37864201243848,1.149046306741546,0.0024970558741709945
h_equals_half_w_h0.12,h_equals_half_w,0.24,0.12,0.5,0.9963840464744541,1.011128691337925,0.9949736659610102,1.3230270435458926,0.9963840464744541,1.011128691337925,0.9949736659610102,1.3230270435458926,1.479815430168959,0.14154988916515612,32.78284093640526,1.1490055212799168,0.002951363065943935
h_equals_half_w_h0.15,h_equals_half_w,0.3,0.15,0.5,0.9965888752219655,1.0139108641724062,0.9926778683805536,1.2971957662254294,0.9965888752219655,1.0139108641724062,0.9926778683805536,1.2971957662254294,1.7381278660754302,0.3924393437103941,30.163580838338294,1.1489807113904142,0.0036076477576286376
h_equals_half_w_h0.2,h_equals_half_w,0.4,0.2,0.5,0.9968513144090357,1.0185478188965416,0.9882842712474619,1.2612992794558888,0.9968513144090357,1.0185478188965416,0.9882842712474619,1.2612992794558888,2.1765035741933265,0.8594103290772777,26.528325862079644,1.1490294428844718,0.004679074304410157
h_equals_half_w_h0.25,h_equals_half_w,0.5,0.25,0.5,0.9966839703481509,1.0231847736206767,0.9833333333333333,1.2242972041200286,0.9966839703481509,1.0231847736206767,0.9833333333333333,1.2242972041200286,2.6588973095723434,1.339505541576448,22.837051717844954,1.1491836389949375,0.0057055343166763015
h_equals_half_w_h0.35,h_equals_half_w,0.7,0.35,0.5,0.9967003669006304,1.0324586830689475,0.9722115882408869,1.1579827650405505,0.9967003669006304,1.0324586830689475,0.9722115882408869,1.1579827650405505,3.5876696102272234,2.4569850150546713,16.181633266720752,1.14978971032096,0.007702080175123975
h_equals_half_w_h0.5,h_equals_half_w,1.0,0.5,0.5,0.9962361639063773,1.0463695472413537,0.9534522483824849,1.0722657401738702,0.9962361639063773,1.0463695472413537,0.9534522483824849,1.0722657401738702,5.032279006856829,4.294555555595457,7.6316820270176375,1.1514208386425802,0.010649450708928124
